Creatures caught by Grak & Art2 — Jun 20–28 2026 (America/Montreal)

Combined: 5905   (Grak 4052, Art2 1853)
     7  Gastly/Misdreavus
     7  Duskull
     7  Gastly/Duskull
     7  Goldeen/Nosepass
     7  Horsea/Aron
     7  Kabuto/Aron
     7  Onix/Aron
     7  Kabuto/Rhyhorn
     7  Nosepass/Aron
     7  Geodude/Aron
     6  Kangaskhan/Lapras
     6  Jynx/Chansey
     6  Snorunt/Rattata
     6  Doduo/Lapras
     6  Jynx/Tauros
     6  Kangaskhan/Porygon
     6  Swinub/Eevee
     6  Jynx/Eevee
     6  Jigglypuff/Kangaskhan
     6  Kangaskhan/Snorunt
     6  Ditto/Snorunt
     6  Rattata/Kangaskhan
     6  Vulpix
     6  Hitmonchan/Hitmonlee
     6  Hitmonchan
     6  Mankey/Hitmonlee
     6  Mankey/Porygon
     6  Eevee
     6  Eevee/Ditto
     6  Staryu/Kabuto
     6  Tentacool/Seel
     6  Goldeen/Shellder
     6  Slowpoke/Seel
     6  Psyduck/Kabuto
     6  Krabby/Magikarp
     6  Shellder/Horsea
     6  Shuppet/Squirtle
     6  Magikarp/Aron
     6  Dratini/Nosepass
     6  Lapras/Kabuto
     6  Misdreavus
     6  Psyduck/Nosepass
     6  Shuppet/Kabuto
     6  Nidoran/Nosepass
     6  Onix/Nosepass
     6  Nosepass/Rhyhorn
     6  Geodude/Rhyhorn
     6  Aerodactyl/Goldeen
     5  Mr. Mime/Porygon
     5  Snorunt/Lapras
     5  Jynx/Lapras
     5  Snorunt/Snorlax
     5  Porygon
     5  Tauros/Kangaskhan
     5  Swinub/Snubbull
     5  Ditto/Sneasel
     5  Swinub/Nosepass
     5  Ditto/Meowth
     5  Jigglypuff/Snorlax
     5  Chansey/Jynx
     5  Vulpix/Ponyta
     5  Mankey/Lickitung
     5  Vulpix/Growlithe
     5  Hitmonlee/Rattata
     5  Ponyta/Absol
     5  Spearow/Meowth
     5  Eevee/Kangaskhan
     5  Mr. Mime/Beldum
     5  Tauros
     5  Staryu/Rhyhorn
     5  Rattata/Eevee
     5  Ditto
     5  Snorlax/Lickitung
     5  Chansey/Ditto
     5  Hitmonlee/Absol
     5  Hitmonchan/Dratini
     5  Doduo/Meowth
     5  Machop/Poliwag
     5  Mankey/Rattata
     5  Hitmonlee/Mankey
     5  Aerodactyl/Absol
     5  Hitmonchan/Snorlax
     5  Onix/Heracross
     5  Machop/Absol
     5  Doduo/Heracross
     5  Mankey
     5  Hitmonlee/Caterpie
     5  Hitmonchan/Pinsir
     5  Hitmonchan/Ditto
     5  Machop/Tauros
     5  Mankey/Clefairy
     5  Rattata/Porygon
     5  Kangaskhan/Mankey
     5  Farfetch'D/Porygon
     5  Hitmonchan/Absol
     5  Staryu/Omanyte
     5  Horsea/Kabuto
     5  Poliwag
     5  Poliwag/Magikarp
     5  Squirtle/Omanyte
     5  Squirtle/Sableye
     5  Seel/Pinsir
     5  Lapras/Seel
     5  Gastly/Omanyte
     5  Staryu/Poliwag
     5  Slowpoke/Aron
     5  Misdreavus/Poliwag
     5  Psyduck/Bagon
     5  Dratini/Absol
     5  Squirtle/Psyduck
     5  Gastly/Shuppet
     5  Misdreavus/Sableye
     5  Poliwag/Rhyhorn
     5  Tentacool/Squirtle
     5  Snubbull/Sableye
     5  Slowpoke/Spiritomb
     5  Poliwag/Nosepass
     5  Seel/Aron
     5  Onix/Poliwag
     5  Slowpoke/Nosepass
     5  Psyduck/Rhyhorn
     5  Geodude/Shellder
     5  Gastly
     4  Jynx/Dratini
     4  Snorlax/Spearow
     4  Jynx/Meowth
     4  Snorunt/Meowth
     4  Snorunt/Absol
     4  Snorlax
     4  Swinub/Snorlax
     4  Swinub/Meowth
     4  Eevee/Tauros
     4  Snorlax/Tauros
     4  Swinub/Ditto
     4  Porygon/Eevee
     4  Geodude/Eevee
     4  Farfetch'D/Kangaskhan
     4  Spearow/Kangaskhan
     4  Lickitung/Sneasel
     4  Spearow/Heracross
     4  Eevee/Sneasel
     4  Swinub/Kangaskhan
     4  Jigglypuff/Meowth
     4  Rattata/Chansey
     4  Abra/Chansey
     4  Snorlax/Eevee
     4  Abra/Nosepass
     4  Vulpix/Ditto
     4  Charmander/Magmar
     4  Magmar/Charmander
     4  Snorlax/Magmar
     4  Tauros/Porygon
     4  Vulpix/Aron
     4  Machop/Rattata
     4  Misdreavus/Nosepass
     4  Snorlax/Absol
     4  Kangaskhan/Ditto
     4  Lickitung/Kangaskhan
     4  Omanyte/Absol
     4  Nidoran/Growlithe
     4  Pidgey/Tauros
     4  Vulpix/Dratini
     4  Charmander/Ditto
     4  Growlithe/Kangaskhan
     4  Snorlax/Charmander
     4  Lickitung/Slowpoke
     4  Hitmonchan/Paras
     4  Jigglypuff/Jynx
     4  Tauros/Machop
     4  Hitmonlee/Lickitung
     4  Jigglypuff/Heracross
     4  Farfetch'D/Heracross
     4  Hitmonlee/Meowth
     4  Mankey/Chansey
     4  Machop/Pinsir
     4  Rattata/Heracross
     4  Machop/Kangaskhan
     4  Hitmonlee/Nosepass
     4  Hitmonchan/Heracross
     4  Kangaskhan/Lickitung
     4  Hitmonlee/Kangaskhan
     4  Hitmonchan/Mankey
     4  Mankey/Machop
     4  Pidgey/Hitmonchan
     4  Machop/Bagon
     4  Hitmonchan/Goldeen
     4  Mankey/Snorlax
     4  Mankey/Absol
     4  Shuppet/Rattata
     4  Nidoran/Heracross
     4  Tauros/Heracross
     4  Doduo/Hitmonchan
     4  Bagon/Mankey
     4  Machop/Ditto
     4  Lickitung/Meowth
     4  Hitmonlee/Goldeen
     4  Hitmonchan/Squirtle
     4  Hitmonchan/Rattata
     4  Machop/Misdreavus
     4  Ditto/Poliwag
     4  Jynx/Bellsprout
     4  Bagon/Psyduck
     4  Clefairy/Kabuto
     4  Squirtle/Poliwag
     4  Snorunt/Ditto
     4  Seel/Psyduck
     4  Slowpoke/Horsea
     4  Squirtle/Dratini
     4  Poliwag/Squirtle
     4  Poliwag/Horsea
     4  Shellder/Kabuto
     4  Tentacool/Krabby
     4  Kabuto/Shellder
     4  Goldeen/Krabby
     4  Lapras/Dratini
     4  Horsea/Squirtle
     4  Psyduck/Horsea
     4  Magikarp/Krabby
     4  Squirtle/Rhyhorn
     4  Tentacool/Shellder
     4  Magikarp/Paras
     4  Staryu/Squirtle
     4  Tentacool/Kabuto
     4  Lapras/Rhyhorn
     4  Staryu/Psyduck
     4  Horsea/Dratini
     4  Shellder
     4  Dratini/Psyduck
     4  Dratini/Bagon
     4  Gible/Seel
     4  Bellsprout/Bagon
     4  Gastly/Seel
     4  Misdreavus/Caterpie
     4  Aron/Squirtle
     4  Charmander/Duskull
     4  Shuppet/Mawile
     4  Nosepass/Staryu
     4  Omanyte/Poliwag
     4  Squirtle/Nosepass
     4  Misdreavus/Shuppet
     4  Misdreavus/Spiritomb
     4  Gastly/Sableye
     4  Aerodactyl/Krabby
     4  Poliwag/Spiritomb
     4  Slowpoke/Psyduck
     4  Kabuto/Staryu
     4  Krabby/Nosepass
     4  Lapras/Nosepass
     4  Nosepass/Absol
     4  Kabuto/Nosepass
     4  Porygon/Kangaskhan
     4  Gastly/Tangela
     3  Drowzee/Duskull
     3  Jynx/Nidoran
     3  Swinub/Magnemite
     3  Snorunt/Lickitung
     3  Mankey/Ditto
     3  Voltorb/Aron
     3  Tauros/Lickitung
     3  Chansey/Sneasel
     3  Voltorb/Rhyhorn
     3  Ditto/Eevee
     3  Snorlax/Snorunt
     3  Lickitung/Snorunt
     3  Doduo/Sneasel
     3  Chansey/Snorunt
     3  Mankey/Sneasel
     3  Omanyte/Porygon
     3  Jynx/Absol
     3  Tauros/Absol
     3  Rattata/Lickitung
     3  Swinub/Heracross
     3  Swinub/Caterpie
     3  Lickitung/Lapras
     3  Chansey/Eevee
     3  Snorunt/Jynx
     3  Bagon/Porygon
     3  Clefairy/Snorunt
     3  Meowth/Ditto
     3  Rattata/Absol
     3  Swinub/Porygon
     3  Electabuzz/Lickitung
     3  Drowzee/Sneasel
     3  Porygon/Sneasel
     3  Lickitung/Ditto
     3  Swinub/Lickitung
     3  Bagon/Sneasel
     3  Pidgey/Growlithe
     3  Swinub/Aron
     3  Jynx/Growlithe
     3  Jynx/Machop
     3  Swinub/Skarmory
     3  Jigglypuff/Lapras
     3  Growlithe/Lapras
     3  Kangaskhan/Chansey
     3  Tentacool/Caterpie
     3  Dratini/Snorunt
     3  Gastly/Hitmonchan
     3  Meowth/Sneasel
     3  Meowth/Bagon
     3  Rhyhorn/Mr. Mime
     3  Tauros/Sneasel
     3  Farfetch'D/Sneasel
     3  Pidgey/Lickitung
     3  Abra/Drowzee
     3  Mr. Mime/Ditto
     3  Rattata/Snorlax
     3  Jigglypuff/Drowzee
     3  Vulpix/Porygon
     3  Jigglypuff/Lickitung
     3  Meowth/Chansey
     3  Chansey/Rhyhorn
     3  Vulpix/Kangaskhan
     3  Bagon/Magmar
     3  Magmar/Clefairy
     3  Charmander
     3  Vulpix/Houndour
     3  Vulpix/Magmar
     3  Vulpix/Caterpie
     3  Oddish/Ditto
     3  Magmar/Porygon
     3  Vulpix/Doduo
     3  Charmander/Houndour
     3  Growlithe/Chansey
     3  Misdreavus/Horsea
     3  Ponyta/Snorlax
     3  Aron/Absol
     3  Spearow/Absol
     3  Magmar/Rattata
     3  Charmander/Absol
     3  Charmander/Caterpie
     3  Bulbasaur/Porygon
     3  Kangaskhan/Meowth
     3  Kangaskhan/Eevee
     3  Kabuto/Voltorb
     3  Seel/Magmar
     3  Vulpix/Charmander
     3  Bulbasaur/Hitmonchan
     3  Gible/Pikachu
     3  Growlithe/Magmar
     3  Pikachu/Houndour
     3  Spiritomb/Eevee
     3  Spearow/Ditto
     3  Charmander/Chansey
     3  Abra/Meowth
     3  Drowzee/Exeggcute
     3  Mr. Mime/Tauros
     3  Drowzee/Mankey
     3  Eevee/Abra
     3  Mr. Mime/Drowzee
     3  Drowzee
     3  Mr. Mime/Abra
     3  Abra/Kangaskhan
     3  Pidgey/Ditto
     3  Shuppet/Drowzee
     3  Ditto/Hitmonchan
     3  Abra/Porygon
     3  Mr. Mime/Jynx
     3  Ditto/Abra
     3  Mr. Mime/Omanyte
     3  Gastly/Mankey
     3  Pikachu/Hitmonlee
     3  Hitmonlee/Misdreavus
     3  Murkrow/Snorlax
     3  Drowzee/Heracross
     3  Kangaskhan/Machop
     3  Eevee/Mankey
     3  Pidgey/Machop
     3  Hitmonchan/Misdreavus
     3  Mr. Mime/Machop
     3  Voltorb/Paras
     3  Ditto/Heracross
     3  Lickitung/Tauros
     3  Machop/Hitmonlee
     3  Hitmonchan/Chansey
     3  Charmander/Mankey
     3  Chansey/Rattata
     3  Pidgey/Rattata
     3  Hitmonchan/Bellsprout
     3  Machop/Chansey
     3  Gible/Machop
     3  Snorlax/Heracross
     3  Doduo/Machop
     3  Chansey/Machop
     3  Aerodactyl/Machop
     3  Lickitung/Machop
     3  Bagon/Tauros
     3  Abra/Heracross
     3  Mankey/Mareep
     3  Hitmonchan/Shellder
     3  Abra/Machop
     3  Snorlax/Porygon
     3  Machop/Eevee
     3  Snorlax/Rattata
     3  Machop/Nosepass
     3  Clefairy/Lickitung
     3  Spearow/Gastly
     3  Mankey/Kangaskhan
     3  Sableye/Rattata
     3  Ponyta/Ditto
     3  Sableye/Kangaskhan
     3  Doduo/Eevee
     3  Hitmonchan/Kangaskhan
     3  Sneasel/Ditto
     3  Machop/Lickitung
     3  Absol/Hitmonlee
     3  Lickitung/Heracross
     3  Spearow/Sneasel
     3  Snorlax/Hitmonchan
     3  Sandshrew/Hitmonlee
     3  Hitmonchan/Psyduck
     3  Hitmonlee/Tangela
     3  Tauros/Houndour
     3  Shuppet/Kangaskhan
     3  Mankey/Magikarp
     3  Jigglypuff/Mankey
     3  Doduo/Goldeen
     3  Poliwag/Aron
     3  Krabby/Absol
     3  Bulbasaur/Ditto
     3  Doduo/Hitmonlee
     3  Squirtle/Seel
     3  Goldeen/Seel
     3  Sableye/Psyduck
     3  Meowth/Goldeen
     3  Bagon/Omanyte
     3  Meowth/Rattata
     3  Machop/Venonat
     3  Kabuto/Jigglypuff
     3  Snubbull/Porygon
     3  Swinub/Absol
     3  Kabuto/Houndour
     3  Magikarp/Snorlax
     3  Lapras/Omanyte
     3  Shellder/Squirtle
     3  Poliwag/Goldeen
     3  Tentacool/Staryu
     3  Krabby/Goldeen
     3  Shellder/Slowpoke
     3  Horsea/Shellder
     3  Poliwag/Psyduck
     3  Poliwag/Kabuto
     3  Snubbull/Paras
     3  Snubbull/Magikarp
     3  Tentacool/Poliwag
     3  Lapras/Staryu
     3  Spiritomb/Squirtle
     3  Lapras/Exeggcute
     3  Squirtle/Drowzee
     3  Squirtle/Misdreavus
     3  Shellder/Magikarp
     3  Growlithe/Krabby
     3  Psyduck
     3  Shellder/Krabby
     3  Staryu/Absol
     3  Krabby/Shuppet
     3  Bagon/Nosepass
     3  Kabuto/Horsea
     3  Tangela/Lapras
     3  Seel/Nosepass
     3  Gible/Ponyta
     3  Tentacool/Dratini
     3  Gible/Abra
     3  Dratini/Kabuto
     3  Seel/Bagon
     3  Horsea/Bagon
     3  Dratini/Seel
     3  Gible/Nosepass
     3  Gastly/Absol
     3  Geodude/Bagon
     3  Dratini/Magikarp
     3  Bagon/Squirtle
     3  Gible/Shellder
     3  Geodude/Dratini
     3  Dratini/Shellder
     3  Sandshrew/Aron
     3  Seel/Magikarp
     3  Magikarp/Rhyhorn
     3  Gible/Snubbull
     3  Exeggcute/Sableye
     3  Krabby/Staryu
     3  Duskull/Psyduck
     3  Zubat/Sableye
     3  Chansey/Duskull
     3  Gastly/Dratini
     3  Krabby/Caterpie
     3  Gastly/Aron
     3  Krabby/Sableye
     3  Omanyte/Horsea
     3  Mr. Mime/Rhyhorn
     3  Misdreavus/Pinsir
     3  Misdreavus/Jynx
     3  Duskull/Misdreavus
     3  Bulbasaur/Shuppet
     3  Shuppet/Tangela
     3  Seel/Kabuto
     3  Shuppet
     3  Krabby/Shellder
     3  Shuppet/Duskull
     3  Slowpoke/Paras
     3  Geodude/Staryu
     3  Onix/Magikarp
     3  Dratini/Spiritomb
     3  Misdreavus/Goldeen
     3  Gastly/Spiritomb
     3  Magikarp/Sandshrew
     3  Shuppet/Shellder
     3  Misdreavus/Rhyhorn
     3  Seel
     3  Duskull/Sableye
     3  Duskull/Poliwag
     3  Shuppet/Snubbull
     3  Tentacool/Duskull
     3  Nidoran/Magikarp
     3  Gastly/Clefairy
     3  Krabby/Psyduck
     3  Poliwag/Omanyte
     3  Krabby/Aron
     3  Machop/Rhyhorn
     3  Shellder/Omanyte
     3  Shellder/Nosepass
     3  Onix/Bagon
     3  Aerodactyl/Psyduck
     3  Nidoran/Aron
     3  Psyduck/Staryu
     3  Zubat/Rhyhorn
     3  Squirtle/Aron
     3  Nidoran/Omanyte
     3  Kabuto/Poliwag
     3  Kabuto/Seel
     3  Kabuto/Sneasel
     3  Nosepass/Nidoran
     3  Snubbull/Shuppet
     3  Omanyte/Magikarp
     3  Bagon/Aron
     3  Kabuto/Goldeen
     3  Shellder/Aron
     3  Onix/Magmar
     3  Gible/Kabuto
     3  Gastly/Lapras
     3  Eevee/Hitmonlee
     3  Chansey/Tauros
     3  Chansey/Lickitung
     3  Mankey/Houndour
     3  Mankey/Meowth
     3  Clefairy/Sableye
     2  Snorunt/Chansey
     2  Snorunt/Zubat
     2  Jynx/Aerodactyl
     2  Jynx/Pidgey
     2  Hitmonchan/Scyther
     2  Chansey/Hitmonchan
     2  Vulpix/Rhyhorn
     2  Swinub/Doduo
     2  Exeggcute/Lapras
     2  Drowzee/Snorunt
     2  Magmar/Spearow
     2  Ditto/Porygon
     2  Beldum/Duskull
     2  Hitmonlee/Murkrow
     2  Jynx/Voltorb
     2  Snubbull/Lapras
     2  Swinub/Scyther
     2  Swinub/Farfetch'D
     2  Eevee/Pidgey
     2  Farfetch'D/Nosepass
     2  Chansey/Lapras
     2  Kangaskhan/Sneasel
     2  Rattata/Lapras
     2  Shuppet/Sneasel
     2  Doduo/Bagon
     2  Doduo/Porygon
     2  Doduo/Lickitung
     2  Horsea/Snorunt
     2  Jynx/Spiritomb
     2  Porygon/Rattata
     2  Farfetch'D/Caterpie
     2  Staryu/Lickitung
     2  Swinub/Growlithe
     2  Snorlax/Tangela
     2  Spearow/Shuppet
     2  Mr. Mime/Sneasel
     2  Mareep/Sandshrew
     2  Pikachu/Ditto
     2  Pidgey/Beldum
     2  Mareep/Bagon
     2  Mareep/Sneasel
     2  Electabuzz/Snorunt
     2  Rattata/Snorunt
     2  Clefairy/Porygon
     2  Pikachu/Lapras
     2  Pikachu/Eevee
     2  Swinub/Rattata
     2  Jynx/Mareep
     2  Swinub/Shellder
     2  Mareep/Lapras
     2  Voltorb/Snorunt
     2  Ponyta/Bellsprout
     2  Nidoran/Voltorb
     2  Doduo/Nosepass
     2  Sandshrew/Voltorb
     2  Jynx/Ditto
     2  Duskull/Eevee
     2  Pidgey/Eevee
     2  Farfetch'D/Ditto
     2  Porygon/Charmander
     2  Mareep/Chansey
     2  Snorunt/Caterpie
     2  Snorunt/Electabuzz
     2  Jynx/Magnemite
     2  Exeggcute/Poliwag
     2  Zubat/Bulbasaur
     2  Rattata/Farfetch'D
     2  Goldeen/Kangaskhan
     2  Snubbull/Snorunt
     2  Venonat/Snorunt
     2  Zubat/Absol
     2  Meowth/Snorunt
     2  Snorlax/Goldeen
     2  Meowth/Farfetch'D
     2  Snorunt/Pidgey
     2  Farfetch'D/Weedle
     2  Magmar/Lickitung
     2  Geodude/Porygon
     2  Jynx/Porygon
     2  Nidoran/Nidoran
     2  Jynx/Lickitung
     2  Sneasel
     2  Swinub/Tauros
     2  Pidgey/Snorunt
     2  Abra/Lapras
     2  Ditto/Caterpie
     2  Jynx/Ponyta
     2  Snorunt/Sableye
     2  Ditto/Lapras
     2  Doduo/Snorunt
     2  Jynx/Kangaskhan
     2  Snorunt/Porygon
     2  Onix/Kabuto
     2  Swinub/Chansey
     2  Onix/Sneasel
     2  Gastly/Exeggcute
     2  Lickitung/Eevee
     2  Swinub/Psyduck
     2  Rattata/Sneasel
     2  Mareep/Kangaskhan
     2  Drowzee/Pinsir
     2  Sableye/Snorunt
     2  Tangela/Sneasel
     2  Eevee/Snorunt
     2  Swinub/Dratini
     2  Lickitung/Pikachu
     2  Magmar/Rhyhorn
     2  Magmar/Kangaskhan
     2  Exeggcute/Squirtle
     2  Charmander/Growlithe
     2  Houndour/Growlithe
     2  Pinsir/Eevee
     2  Pidgey/Vulpix
     2  Doduo/Ponyta
     2  Charmander/Ponyta
     2  Kangaskhan/Paras
     2  Vulpix/Slowpoke
     2  Magmar/Absol
     2  Magmar/Growlithe
     2  Eevee/Meowth
     2  Farfetch'D/Eevee
     2  Cubone/Growlithe
     2  Ponyta/Magmar
     2  Abra/Houndour
     2  Abra/Caterpie
     2  Vulpix/Meowth
     2  Mankey/Tangela
     2  Farfetch'D/Growlithe
     2  Eevee/Absol
     2  Tauros/Bagon
     2  Spiritomb/Absol
     2  Absol/Ditto
     2  Lickitung/Growlithe
     2  Charmander/Zubat
     2  Absol/Houndour
     2  Vulpix/Snorunt
     2  Bagon/Lickitung
     2  Magmar/Houndour
     2  Rattata/Vulpix
     2  Onix/Lapras
     2  Mareep/Ponyta
     2  Lickitung/Vulpix
     2  Eevee/Magmar
     2  Magmar/Mawile
     2  Heracross/Ponyta
     2  Magmar/Meowth
     2  Sneasel/Sandshrew
     2  Ponyta/Lickitung
     2  Charmander/Farfetch'D
     2  Hitmonchan/Vulpix
     2  Diglett/Porygon
     2  Ponyta/Duskull
     2  Nosepass/Spearow
     2  Mr. Mime/Meowth
     2  Krabby/Exeggcute
     2  Chansey/Sandshrew
     2  Jynx/Pinsir
     2  Drowzee/Tauros
     2  Abra/Sneasel
     2  Drowzee/Rhyhorn
     2  Aron/Rattata
     2  Chansey/Meowth
     2  Misdreavus/Snorlax
     2  Abra/Electabuzz
     2  Abra/Ekans
     2  Mr. Mime/Aron
     2  Drowzee/Chansey
     2  Drowzee/Rattata
     2  Machop/Jynx
     2  Pidgey/Porygon
     2  Nidoran/Jynx
     2  Sableye/Exeggcute
     2  Pidgey/Meowth
     2  Bagon/Slowpoke
     2  Kabuto/Tangela
     2  Abra/Pinsir
     2  Vulpix/Exeggcute
     2  Sableye/Chansey
     2  Drowzee/Tangela
     2  Lickitung/Magikarp
     2  Drowzee/Cubone
     2  Misdreavus/Hitmonchan
     2  Snorunt/Tangela
     2  Abra/Mr. Mime
     2  Koffing/Nosepass
     2  Eevee/Lickitung
     2  Mankey/Bagon
     2  Spiritomb/Snorlax
     2  Grimer/Gible
     2  Mr. Mime/Mankey
     2  Porygon/Snorlax
     2  Rattata/Hitmonlee
     2  Bulbasaur/Machop
     2  Meowth/Pinsir
     2  Eevee/Tangela
     2  Exeggcute/Ditto
     2  Machop/Paras
     2  Spiritomb/Hitmonchan
     2  Jigglypuff/Chansey
     2  Tauros/Hitmonchan
     2  Jigglypuff/Hitmonlee
     2  Kangaskhan/Abra
     2  Hitmonchan/Seel
     2  Machop/Sneasel
     2  Zubat/Tauros
     2  Mankey/Sableye
     2  Snorunt/Heracross
     2  Lickitung/Aron
     2  Farfetch'D/Hitmonchan
     2  Bellsprout/Pinsir
     2  Doduo/Spiritomb
     2  Snorlax/Hitmonlee
     2  Ditto/Mankey
     2  Spearow/Hitmonchan
     2  Chansey/Heracross
     2  Hitmonchan/Mawile
     2  Lickitung/Porygon
     2  Machop/Voltorb
     2  Nosepass/Machop
     2  Farfetch'D/Mankey
     2  Machop/Mr. Mime
     2  Mankey/Dratini
     2  Doduo/Jynx
     2  Hitmonchan/Oddish
     2  Mankey/Rhyhorn
     2  Lickitung/Mankey
     2  Meowth/Zubat
     2  Gastly/Mawile
     2  Exeggcute/Paras
     2  Pinsir/Machop
     2  Tangela/Onix
     2  Rhyhorn/Lickitung
     2  Hitmonlee/Swinub
     2  Spearow/Rattata
     2  Jynx/Mankey
     2  Mr. Mime/Squirtle
     2  Murkrow/Lickitung
     2  Machop/Caterpie
     2  Machop/Meowth
     2  Porygon/Hitmonlee
     2  Scyther/Houndour
     2  Kangaskhan/Sableye
     2  Porygon/Heracross
     2  Hitmonlee/Dratini
     2  Clefairy/Ditto
     2  Machop/Aron
     2  Pidgey/Hitmonlee
     2  Swinub/Tangela
     2  Nidoran/Hitmonchan
     2  Hitmonlee/Pidgey
     2  Lickitung/Grimer
     2  Meowth/Machop
     2  Kangaskhan/Hitmonchan
     2  Growlithe/Oddish
     2  Mawile/Hitmonchan
     2  Hitmonlee/Snorlax
     2  Ponyta/Venonat
     2  Hitmonlee/Mawile
     2  Tauros/Mankey
     2  Sandshrew/Heracross
     2  Drowzee/Hitmonchan
     2  Jigglypuff/Aron
     2  Meowth/Hitmonlee
     2  Nidoran/Machop
     2  Porygon/Dratini
     2  Beldum/Absol
     2  Electabuzz/Porygon
     2  Lickitung/Hitmonchan
     2  Eevee/Snorlax
     2  Doduo/Absol
     2  Absol/Heracross
     2  Spearow/Hitmonlee
     2  Murkrow/Mankey
     2  Ditto/Snorlax
     2  Hitmonlee/Snorunt
     2  Sneasel/Machop
     2  Drowzee/Ditto
     2  Snubbull/Sandshrew
     2  Jynx/Hitmonchan
     2  Gible
     2  Mankey/Horsea
     2  Lickitung/Hitmonlee
     2  Ditto/Hitmonlee
     2  Rattata/Ditto
     2  Shuppet/Aron
     2  Clefairy/Nidoran
     2  Porygon/Mankey
     2  Rattata/Magnemite
     2  Magnemite/Porygon
     2  Drowzee/Lickitung
     2  Kangaskhan/Mawile
     2  Goldeen/Absol
     2  Ditto/Mawile
     2  Kangaskhan/Snorlax
     2  Mawile/Mankey
     2  Skarmory/Misdreavus
     2  Machop/Snorunt
     2  Spearow/Snorlax
     2  Beldum/Kangaskhan
     2  Farfetch'D/Hitmonlee
     2  Mr. Mime/Oddish
     2  Nosepass/Tangela
     2  Eevee/Paras
     2  Caterpie/Hitmonchan
     2  Machop/Bellsprout
     2  Machop/Swinub
     2  Ditto/Jigglypuff
     2  Eevee/Heracross
     2  Zubat/Snorlax
     2  Snorlax/Abra
     2  Rattata/Machop
     2  Meowth/Magikarp
     2  Duskull/Mankey
     2  Hitmonlee/Horsea
     2  Machop/Horsea
     2  Hitmonchan/Tangela
     2  Clefairy/Horsea
     2  Hitmonlee/Psyduck
     2  Aerodactyl/Mankey
     2  Hitmonlee/Kabuto
     2  Porygon/Kabuto
     2  Mankey/Seel
     2  Hitmonlee
     2  Magikarp/Magnemite
     2  Hitmonchan/Snorunt
     2  Tauros/Magikarp
     2  Magikarp/Nidoran
     2  Shellder/Rattata
     2  Staryu/Heracross
     2  Chansey/Absol
     2  Snorlax/Ditto
     2  Porygon/Chansey
     2  Ditto/Dratini
     2  Nidoran/Eevee
     2  Nosepass/Goldeen
     2  Mareep/Krabby
     2  Nidoran/Tauros
     2  Growlithe/Omanyte
     2  Seel/Beldum
     2  Lickitung/Omanyte
     2  Sandshrew/Eevee
     2  Hitmonchan/Lickitung
     2  Dratini/Machop
     2  Abra/Eevee
     2  Hitmonlee/Weedle
     2  Kabuto/Hitmonchan
     2  Duskull/Houndour
     2  Snorlax/Zubat
     2  Clefairy/Aerodactyl
     2  Ekans/Kabuto
