"route_id","service_id","trip_id","trip_headsign","block_id","direction_id","shape_id"
"51","14905300","768640","51 EUGENE STATION","36","1","27563"
"51","14905300","768655","51 SANTA CLARA","37","0","27612"
"51","14905300","768656","51 EUGENE STATION","37","1","27563"
"51","14905300","768657","51 SANTA CLARA","38","0","27612"
"51","14905300","768658","51 EUGENE STATION","38","1","27563"
"51","14905300","768665","51 SANTA CLARA","38","0","27612"
"51","14905300","768666","51 EUGENE STATION","38","1","27563"
"51","14905300","768669","51 SANTA CLARA","38","0","27612"
"51","14905300","768670","51 EUGENE STATION","38","1","27563"
"51","14905300","768672","51 SANTA CLARA","39","0","27612"
"51","14905300","768673","51 EUGENE STATION","39","1","27563"
"51","14905300","768678","51 SANTA CLARA","39","0","27612"
"51","14905300","768679","51 EUGENE STATION","39","1","27563"
"51","14905300","768682","51 SANTA CLARA","39","0","27612"
"51","14905300","768683","51 EUGENE STATION","39","1","27563"
"51","14905300","768775","51 SANTA CLARA","41","0","27612"
"51","14905300","768776","51 Ends at Santa Clara Station","41","1","27562"
"51","14905300","769593","51 SANTA CLARA","46","0","27612"
"51","14905300","769594","51 EUGENE STATION","46","1","27563"
"51","14905300","769605","51 SANTA CLARA","47","0","27612"
"51","14905300","769606","51 EUGENE STATION","47","1","27563"
"51","14905300","769613","51 SANTA CLARA","47","0","27612"
"51","14905300","769614","51 EUGENE STATION","47","1","27563"
"51","14905300","769623","51 EUGENE STATION","5","1","27563"
"51","14905300","769738","51 SANTA CLARA","54","0","27612"
"51","14905300","769739","51 EUGENE STATION","54","1","27563"
"51","14905300","769858","51 SANTA CLARA","61","0","27612"
"51","14905300","769859","51 EUGENE STATION","61","1","27563"
"51","14905300","769862","51 SANTA CLARA","62","0","27612"
"51","14905300","769863","51 EUGENE STATION","62","1","27563"
"51","14905300","769864","51 SANTA CLARA","62","0","27612"
"51","14905300","769865","51 EUGENE STATION","62","1","27563"
"51","14905300","769892","51 SANTA CLARA","64","0","27612"
"51","14905300","769893","51 EUGENE STATION","64","1","27563"
"51","14905300","769949","51 SANTA CLARA","68","0","27612"
"51","14905300","769950","51 EUGENE STATION","68","1","27563"
"51","14905300","770697","51 SANTA CLARA","71","0","27612"
"51","14905300","770698","51 EUGENE STATION","71","1","27563"
"51","14905300","770766","51 SANTA CLARA","77","0","27612"
"51","14905300","770767","51 EUGENE STATION","77","1","27563"
"51","14905300","770972","51 SANTA CLARA","82","0","27612"
"51","14905300","770973","51 EUGENE STATION","82","1","27563"
"52","14905100","770003","52 IRVING","7003","0","27613"
"52","14905100","770004","52 EUGENE STATION","7003","1","27564"
"52","14905100","770009","52 IRVING","7003","0","27613"
"52","14905100","770010","52 EUGENE STATION","7003","1","27564"
"52","14905100","770111","52 IRVING","7007","0","27613"
"52","14905100","770112","52 EUGENE STATION","7007","1","27564"
"52","14905100","770149","52 IRVING","7009","0","27613"
"52","14905100","770150","52 EUGENE STATION","7009","1","27564"
"52","14905100","770168","52 IRVING","7010","0","27613"
"52","14905100","770169","52 EUGENE STATION","7010","1","27564"
"52","14905100","770342","52 IRVING","7019","0","27613"
"52","14905100","770343","52 EUGENE STATION","7019","1","27564"
"52","14905100","770370","52 IRVING","7022","0","27613"
"52","14905100","770371","52 EUGENE STATION","7022","1","27564"
"52","14905100","770452","52 IRVING","7025","0","27613"
"52","14905100","770453","52 EUGENE STATION","7025","1","27564"
